"subject" "activity" "domain" "signal_type" "signal_source" "parameter" "axis" "mean(value)"
"18" "sitting" "time" "accelerometer" "gravity" "mean" "magnitude" -0.983674151754386
"18" "sitting" "time" "accelerometer" "gravity" "mean" "x" 0.909816469298246
"18" "sitting" "time" "accelerometer" "gravity" "mean" "y" 0.12988647622807
"18" "sitting" "time" "accelerometer" "gravity" "mean" "z" 0.161877417894737
"18" "sitting" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.981595285964912
"18" "sitting" "time" "accelerometer" "gravity" "std.deviation" "x" -0.994043771403509
"18" "sitting" "time" "accelerometer" "gravity" "std.deviation" "y" -0.984035479473684
"18" "sitting" "time" "accelerometer" "gravity" "std.deviation" "z" -0.978340183157895
"18" "sitting" "time" "gyroscope" "body" "mean" "magnitude" -0.986254215964912
"18" "sitting" "time" "gyroscope" "body" "mean" "x" -0.0643890134035088
"18" "sitting" "time" "gyroscope" "body" "mean" "y" -0.0541460966298246
"18" "sitting" "time" "gyroscope" "body" "mean" "z" 0.0162555053482456
"18" "sitting" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.988120794561404
"18" "sitting" "time" "gyroscope" "body" "std.deviation" "x" -0.993063574824561
"18" "sitting" "time" "gyroscope" "body" "std.deviation" "y" -0.990488752982456
"18" "sitting" "time" "gyroscope" "body" "std.deviation" "z" -0.987169910263158
"18" "standing" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.980892359589041
"18" "standing" "fourier.transform" "accelerometer" "body" "mean" "x" -0.989977445273973
"18" "standing" "fourier.transform" "accelerometer" "body" "mean" "y" -0.968241412534247
"18" "standing" "fourier.transform" "accelerometer" "body" "mean" "z" -0.981019233767123
"18" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.979771105136986
"18" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.991538500958904
"18" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.965045513493151
"18" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.973246008493151
"18" "standing" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.980656630890411
"18" "standing" "fourier.transform" "gyroscope" "body" "mean" "x" -0.964428926438356
"18" "standing" "fourier.transform" "gyroscope" "body" "mean" "y" -0.983561159726027
"18" "standing" "fourier.transform" "gyroscope" "body" "mean" "z" -0.974294413013699
"18" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.97376046130137
"18" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.962272711643836
"18" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.978801848493151
"18" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.974822589589041
"18" "standing" "time" "accelerometer" "body" "mean" "magnitude" -0.979286394520548
"18" "standing" "time" "accelerometer" "body" "mean" "x" 0.176906377061644
"18" "standing" "time" "accelerometer" "body" "mean" "y" -0.00308273998667808
"18" "standing" "time" "accelerometer" "body" "mean" "z" -0.0551348803735616
"18" "standing" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.979150415684932
"18" "standing" "time" "accelerometer" "body" "std.deviation" "x" -0.990728218287671
"18" "standing" "time" "accelerometer" "body" "std.deviation" "y" -0.964750636575342
"18" "standing" "time" "accelerometer" "body" "std.deviation" "z" -0.975164579315069
"18" "standing" "time" "accelerometer" "gravity" "mean" "magnitude" -0.972607495342466
"18" "standing" "time" "accelerometer" "gravity" "mean" "x" 0.947573239863014
"18" "standing" "time" "accelerometer" "gravity" "mean" "y" -0.204206320958904
"18" "standing" "time" "accelerometer" "gravity" "mean" "z" -0.0485767106575342
"18" "standing" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.972285545479452
"18" "standing" "time" "accelerometer" "gravity" "std.deviation" "x" -0.994270075205479
"18" "standing" "time" "accelerometer" "gravity" "std.deviation" "y" -0.981335941917808
"18" "standing" "time" "accelerometer" "gravity" "std.deviation" "z" -0.976044291369863
"18" "standing" "time" "gyroscope" "body" "mean" "magnitude" -0.975846374041096
"18" "standing" "time" "gyroscope" "body" "mean" "x" -0.0626523636746575
"18" "standing" "time" "gyroscope" "body" "mean" "y" -0.0569416770342466
"18" "standing" "time" "gyroscope" "body" "mean" "z" 0.015540311130137
"18" "standing" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.974158391917808
"18" "standing" "time" "gyroscope" "body" "std.deviation" "x" -0.972112607739726
"18" "standing" "time" "gyroscope" "body" "std.deviation" "y" -0.98578455369863
"18" "standing" "time" "gyroscope" "body" "std.deviation" "z" -0.979539709246575
"18" "walking" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.419212242678571
"18" "walking" "fourier.transform" "accelerometer" "body" "mean" "x" -0.393136155357143
"18" "walking" "fourier.transform" "accelerometer" "body" "mean" "y" -0.302757410357143
"18" "walking" "fourier.transform" "accelerometer" "body" "mean" "z" -0.545459149017857
"18" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.505008271517857
"18" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.377030497321429
"18" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.293768878839286
"18" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.552094363660714
"18" "walking" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.665463852678571
"18" "walking" "fourier.transform" "gyroscope" "body" "mean" "x" -0.609673434464286
"18" "walking" "fourier.transform" "gyroscope" "body" "mean" "y" -0.570898150714286
"18" "walking" "fourier.transform" "gyroscope" "body" "mean" "z" -0.538152344821429
"18" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.719158266071429
"18" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.734901390178571
"18" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.460890661785714
"18" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.54840977125
"18" "walking" "time" "accelerometer" "body" "mean" "magnitude" -0.333588670089286
"18" "walking" "time" "accelerometer" "body" "mean" "x" 0.175320093205357
"18" "walking" "time" "accelerometer" "body" "mean" "y" 0.00523609250133929
"18" "walking" "time" "accelerometer" "body" "mean" "z" -0.0467666122321429
"18" "walking" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.442882563303571
"18" "walking" "time" "accelerometer" "body" "std.deviation" "x" -0.372031217589286
"18" "walking" "time" "accelerometer" "body" "std.deviation" "y" -0.273582319142857
"18" "walking" "time" "accelerometer" "body" "std.deviation" "z" -0.530836960892857
"18" "walking" "time" "accelerometer" "gravity" "mean" "magnitude" -0.287908078035714
"18" "walking" "time" "accelerometer" "gravity" "mean" "x" 0.92386524875
"18" "walking" "time" "accelerometer" "gravity" "mean" "y" -0.254317085892857
"18" "walking" "time" "accelerometer" "gravity" "mean" "z" -0.0609313415892857
"18" "walking" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.460346465357143
"18" "walking" "time" "accelerometer" "gravity" "std.deviation" "x" -0.983010882678571
"18" "walking" "time" "accelerometer" "gravity" "std.deviation" "y" -0.975311658928571
"18" "walking" "time" "accelerometer" "gravity" "std.deviation" "z" -0.97248384875
"18" "walking" "time" "gyroscope" "body" "mean" "magnitude" -0.568478522410714
"18" "walking" "time" "gyroscope" "body" "mean" "x" -0.0682917505834821
"18" "walking" "time" "gyroscope" "body" "mean" "y" -0.0523749244425
"18" "walking" "time" "gyroscope" "body" "mean" "z" 0.0221043413225
"18" "walking" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.667550935178571
"18" "walking" "time" "gyroscope" "body" "std.deviation" "x" -0.641286872946429
"18" "walking" "time" "gyroscope" "body" "std.deviation" "y" -0.595678664553571
"18" "walking" "time" "gyroscope" "body" "std.deviation" "z" -0.587338392053571
"18" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.312686124090909
"18" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "x" -0.38140754
"18" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "y" -0.387516140090909
"18" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "z" -0.563980126545454
"18" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.365432253272727
"18" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.350793186272727
"18" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.369172106363636
"18" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.548504865090909
"18" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.674485729727273
"18" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "x" -0.489232274509091
"18" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "y" -0.641527595090909
"18" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "z" -0.447030699454545
"18" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.6486378669
"18" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.513947089545455
"18" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.607757979272727
"18" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.543996110545454
"18" "walking_downstairs" "time" "accelerometer" "body" "mean" "magnitude" -0.380024008818182
"18" "walking_downstairs" "time" "accelerometer" "body" "mean" "x" 0.184671936717273
"18" "walking_downstairs" "time" "accelerometer" "body" "mean" "y" -0.00881188073563636
"18" "walking_downstairs" "time" "accelerometer" "body" "mean" "z" -0.05878390051
"18" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.306225790118182
"18" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "x" -0.344929248727273
"18" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "y" -0.350623959181818
"18" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "z" -0.534928396181818
"18" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "magnitude" -0.293531973636364
"18" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "x" 0.932277478363636
"18" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "y" -0.225809125454545
"18" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "z" -0.0493636733454545
"18" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.229934247036364
"18" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "x" -0.960404874545455
"18" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "y" -0.932962218181818
"18" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "z" -0.921661749636364
"18" "walking_downstairs" "time" "gyroscope" "body" "mean" "magnitude" -0.541342944181818
"18" "walking_downstairs" "time" "gyroscope" "body" "mean" "x" -0.0706557614418182
"18" "walking_downstairs" "time" "gyroscope" "body" "mean" "y" -0.0572667297826364
"18" "walking_downstairs" "time" "gyroscope" "body" "mean" "z" 0.0208439934609091
"18" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.626077498618182
"18" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "x" -0.589594607572727
"18" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "y" -0.684919704090909
"18" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "z" -0.544656835909091
"18" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.505521230517241
"18" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "x" -0.527253926034483
"18" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "y" -0.471550514310345
"18" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "z" -0.629438825603448
"18" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.512072505258621
"18" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.462985546637931
"18" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.388041035543103
"18" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.527149910405172
"18" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.740111125086207
"18" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "x" -0.59232371
"18" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "y" -0.649817266551724
"18" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "z" -0.504364096896552
"18" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.696977814137931
"18" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.60071129637931
"18" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.443429836896552
"18" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.466022431206897
"18" "walking_upstairs" "time" "accelerometer" "body" "mean" "magnitude" -0.440305130517241
"18" "walking_upstairs" "time" "accelerometer" "body" "mean" "x" 0.173320702374138
"18" "walking_upstairs" "time" "accelerometer" "body" "mean" "y" -0.000520299630152586
"18" "walking_upstairs" "time" "accelerometer" "body" "mean" "z" -0.0516484625206897
"18" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.475585945172414
"18" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "x" -0.471685210689655
"18" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "y" -0.389547879422414
"18" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "z" -0.537601651293103
"18" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "magnitude" -0.279146312758621
"18" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "x" 0.883330258448276
"18" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "y" -0.316619946206897
"18" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "z" -0.106112549189655
"18" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.37184157
"18" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "x" -0.961738807068966
"18" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "y" -0.942056881206897
"18" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "z" -0.907839723965517
"18" "walking_upstairs" "time" "gyroscope" "body" "mean" "magnitude" -0.575380644655172
"18" "walking_upstairs" "time" "gyroscope" "body" "mean" "x" -0.0685318475837931
"18" "walking_upstairs" "time" "gyroscope" "body" "mean" "y" -0.0526803215344828
"18" "walking_upstairs" "time" "gyroscope" "body" "mean" "z" 0.0107100133517241
"18" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.681791631034483
"18" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "x" -0.67726526637931
"18" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "y" -0.668084587155172
"18" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "z" -0.576436985
"19" "laying" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.976289482710843
"19" "laying" "fourier.transform" "accelerometer" "body" "mean" "x" -0.979006145903614
"19" "laying" "fourier.transform" "accelerometer" "body" "mean" "y" -0.97383854753012
